epoch,iou_score,loss,val_iou_score,val_loss
0,0.17597077786922455,0.6731407642364502,0.16992607712745667,0.6835564970970154
1,0.18116167187690735,0.6637604236602783,0.17036452889442444,0.6827707886695862
2,0.18929928541183472,0.6490817666053772,0.17106445133686066,0.6815048456192017
3,0.20182842016220093,0.626440167427063,0.17219090461730957,0.6794543862342834
4,0.2221568524837494,0.590162456035614,0.1741730123758316,0.6758487224578857
5,0.25419074296951294,0.5338963866233826,0.17731106281280518,0.6701701283454895
6,0.2885531783103943,0.47690629959106445,0.1814434975385666,0.6627635955810547
7,0.3198021948337555,0.42498907446861267,0.18639841675758362,0.6539821028709412
8,0.3447393476963043,0.3876662850379944,0.19211329519748688,0.64393150806427
9,0.3642978072166443,0.35792243480682373,0.19834306836128235,0.6330553293228149
10,0.37841352820396423,0.3363058567047119,0.20524367690086365,0.6210668683052063
11,0.39070698618888855,0.3162655532360077,0.21287499368190765,0.6078101992607117
12,0.4008222818374634,0.29941993951797485,0.22196005284786224,0.591972291469574
13,0.41303372383117676,0.2788310647010803,0.23237740993499756,0.5735957622528076
14,0.4295113682746887,0.24945373833179474,0.24677959084510803,0.5475850105285645
15,0.4541793167591095,0.20812901854515076,0.2618946433067322,0.5196000337600708
16,0.5089541673660278,0.1215018555521965,0.27826160192489624,0.4888886511325836
17,0.6620722413063049,-0.0932757705450058,0.2778451442718506,0.4891485273838043
18,0.9234786033630371,-0.41524162888526917,0.20595775544643402,0.6193645000457764
19,1.0417814254760742,-0.5332558751106262,0.4555336833000183,0.2003401219844818
20,1.0867223739624023,-0.5849619507789612,0.500374436378479,0.1327604353427887
21,1.1269246339797974,-0.6271764039993286,0.6306171417236328,-0.05246824026107788
22,1.1471920013427734,-0.6551570296287537,0.9537468552589417,-0.4455060362815857
23,1.1711262464523315,-0.6807365417480469,0.9881514310836792,-0.48668724298477173
24,1.2234476804733276,-0.7382911443710327,0.9883475303649902,-0.48512840270996094
25,1.2376526594161987,-0.7530235648155212,1.114905834197998,-0.6206156015396118
26,1.2721879482269287,-0.7886727452278137,1.1902297735214233,-0.6971137523651123
27,1.3031049966812134,-0.8152874112129211,1.188322901725769,-0.6915509700775146
28,1.315938949584961,-0.8249441385269165,1.2391502857208252,-0.7435786724090576
29,1.3449443578720093,-0.8565946221351624,1.2078611850738525,-0.707073450088501
30,1.3345950841903687,-0.8384500741958618,1.272626519203186,-0.7755743265151978
31,1.3655792474746704,-0.8772008419036865,1.2889877557754517,-0.7899548411369324
32,1.3766233921051025,-0.887339174747467,1.295499563217163,-0.7941691279411316
33,1.3741261959075928,-0.8842161893844604,1.3048932552337646,-0.8035097122192383
34,1.4007200002670288,-0.9068580865859985,1.3045860528945923,-0.8001935482025146
35,1.3829632997512817,-0.8914125561714172,1.3197450637817383,-0.8203921318054199
36,1.4163155555725098,-0.9205324053764343,1.314835786819458,-0.8091446757316589
37,1.4322303533554077,-0.9322386980056763,1.3278456926345825,-0.8219335675239563
38,1.4378937482833862,-0.9423606395721436,1.3101235628128052,-0.8018979430198669
39,1.412947416305542,-0.923890233039856,1.333618402481079,-0.8280991315841675
40,1.461060643196106,-0.9698274731636047,1.3585909605026245,-0.8590940237045288
41,1.4624844789505005,-0.9775300621986389,1.3795924186706543,-0.884538471698761
42,1.4831085205078125,-1.0023906230926514,1.408684253692627,-0.9169572591781616
43,1.4997508525848389,-1.0253857374191284,1.4429012537002563,-0.9549907445907593
44,1.545520305633545,-1.065445065498352,1.4767807722091675,-0.9961044788360596
45,1.603252649307251,-1.1216516494750977,1.4962499141693115,-1.0307276248931885
46,1.6019753217697144,-1.140985369682312,1.5446256399154663,-1.0807124376296997
47,1.6323580741882324,-1.1732333898544312,1.553740382194519,-1.0972627401351929
48,1.6566094160079956,-1.206504225730896,1.5747144222259521,-1.1178767681121826
49,1.6636741161346436,-1.2158385515213013,1.5815165042877197,-1.1280205249786377
50,1.6837689876556396,-1.231037974357605,1.5823615789413452,-1.1327435970306396
51,1.7267907857894897,-1.2732776403427124,1.5778478384017944,-1.1318265199661255
52,1.7240368127822876,-1.2688508033752441,1.5789315700531006,-1.1328139305114746
53,1.756609320640564,-1.3096051216125488,1.5969324111938477,-1.150842308998108
54,1.7427003383636475,-1.289345622062683,1.578022837638855,-1.1349660158157349
55,1.767527461051941,-1.3208576440811157,1.59975266456604,-1.155428171157837
56,1.7977813482284546,-1.3482065200805664,1.5605180263519287,-1.1212233304977417
57,1.8256304264068604,-1.3722131252288818,1.5659325122833252,-1.1258124113082886
58,1.8186392784118652,-1.367408037185669,1.6134374141693115,-1.169899344444275
59,1.8506156206130981,-1.3923250436782837,1.5841283798217773,-1.1442362070083618
60,1.8337708711624146,-1.3795099258422852,1.571779727935791,-1.132297158241272
61,1.862849235534668,-1.4087493419647217,1.5893864631652832,-1.150676965713501
62,1.8792493343353271,-1.421140193939209,1.6273059844970703,-1.1861207485198975
63,1.8822933435440063,-1.4218900203704834,1.6354262828826904,-1.1948503255844116
64,1.8847180604934692,-1.4265037775039673,1.5647982358932495,-1.1287888288497925
65,1.9101667404174805,-1.449533224105835,1.5415865182876587,-1.1061675548553467
66,1.9349526166915894,-1.4707424640655518,1.5433233976364136,-1.106882095336914
67,1.9316051006317139,-1.4641263484954834,1.5580933094024658,-1.1250441074371338
